Prediction,Ground Truth
"[4.742791175842285, 5.058748245239258]","[4.984000205993652, 5.803999900817871]"
"[4.541422367095947, 5.103824615478516]","[4.984000205993652, 5.803999900817871]"
"[4.539178848266602, 5.189166069030762]","[4.984000205993652, 5.803999900817871]"
"[4.40616512298584, 5.237212181091309]","[4.984000205993652, 5.803999900817871]"
"[4.56874942779541, 5.202670097351074]","[4.984000205993652, 5.803999900817871]"
"[4.787596702575684, 5.102231025695801]","[4.984000205993652, 5.803999900817871]"
"[4.274096488952637, 5.020271301269531]","[4.984000205993652, 5.803999900817871]"
"[3.5290441513061523, 6.95805549621582]","[4.984000205993652, 5.803999900817871]"
"[4.283561706542969, 5.243190765380859]","[4.984000205993652, 5.803999900817871]"
"[4.164867401123047, 5.106838226318359]","[4.984000205993652, 5.803999900817871]"
"[4.319273471832275, 5.04743766784668]","[4.984000205993652, 5.803999900817871]"
"[4.393999099731445, 5.098738670349121]","[4.984000205993652, 5.803999900817871]"
"[4.350461006164551, 5.187965393066406]","[4.984000205993652, 5.803999900817871]"
"[4.4557037353515625, 5.150243759155273]","[4.984000205993652, 5.803999900817871]"
"[4.422758102416992, 5.100207328796387]","[4.984000205993652, 5.803999900817871]"
"[4.424480438232422, 5.073591232299805]","[4.984000205993652, 5.803999900817871]"
"[4.364749908447266, 5.070258140563965]","[4.984000205993652, 5.803999900817871]"
"[4.411108493804932, 5.078224182128906]","[4.984000205993652, 5.803999900817871]"
"[4.493452548980713, 5.176665306091309]","[4.984000205993652, 5.803999900817871]"
"[4.341538429260254, 5.115297317504883]","[4.984000205993652, 5.803999900817871]"
"[4.460044860839844, 5.183812141418457]","[4.984000205993652, 5.803999900817871]"
"[3.9765775203704834, 6.403449058532715]","[4.984000205993652, 5.803999900817871]"
"[4.203968048095703, 5.172390937805176]","[4.984000205993652, 5.803999900817871]"
"[4.266866683959961, 5.092329025268555]","[4.984000205993652, 5.803999900817871]"
"[4.311464309692383, 5.1162214279174805]","[4.984000205993652, 5.803999900817871]"
"[4.207486152648926, 5.230404853820801]","[4.984000205993652, 5.803999900817871]"
"[4.2213134765625, 5.224001884460449]","[4.984000205993652, 5.803999900817871]"
"[4.340188980102539, 5.011580467224121]","[4.984000205993652, 5.803999900817871]"
"[4.350894927978516, 4.932640075683594]","[4.984000205993652, 5.803999900817871]"
"[4.441215515136719, 4.970438003540039]","[4.984000205993652, 5.803999900817871]"
"[4.532794952392578, 5.005722999572754]","[4.984000205993652, 5.803999900817871]"
"[4.5877580642700195, 4.968718528747559]","[4.984000205993652, 5.803999900817871]"
"[4.411696434020996, 5.095672607421875]","[4.984000205993652, 5.803999900817871]"
"[4.562616348266602, 5.09639835357666]","[4.984000205993652, 5.803999900817871]"
"[3.671973705291748, 6.476040840148926]","[4.984000205993652, 5.803999900817871]"
"[4.476330757141113, 5.177974700927734]","[4.984000205993652, 5.803999900817871]"
"[4.550480842590332, 5.181693077087402]","[4.984000205993652, 5.803999900817871]"
"[4.542630195617676, 4.913443565368652]","[4.984000205993652, 5.803999900817871]"
"[4.665587425231934, 4.926204681396484]","[4.984000205993652, 5.803999900817871]"
"[4.6116943359375, 4.982302665710449]","[4.984000205993652, 5.803999900817871]"
"[4.833034515380859, 5.006474494934082]","[4.984000205993652, 5.803999900817871]"
"[4.643784999847412, 4.995603561401367]","[4.984000205993652, 5.803999900817871]"
"[4.568465232849121, 5.023085594177246]","[4.984000205993652, 5.803999900817871]"
"[4.649453163146973, 4.950291633605957]","[4.984000205993652, 5.803999900817871]"
"[4.556801795959473, 5.0320234298706055]","[4.984000205993652, 5.803999900817871]"
"[4.5837507247924805, 5.06951904296875]","[4.984000205993652, 5.803999900817871]"
"[4.7254486083984375, 4.971017837524414]","[4.984000205993652, 5.803999900817871]"
"[4.764396667480469, 5.111589431762695]","[4.984000205993652, 5.803999900817871]"
"[4.818141937255859, 5.017731666564941]","[4.984000205993652, 5.803999900817871]"
"[3.638176202774048, 6.745945930480957]","[4.984000205993652, 5.806000232696533]"
"[4.5051469802856445, 5.19791316986084]","[4.984000205993652, 5.807000160217285]"
"[4.725926399230957, 5.161701202392578]","[4.984000205993652, 5.810999870300293]"
"[4.708975791931152, 4.963598251342773]","[4.984000205993652, 5.813000202178955]"
"[4.782081127166748, 4.964968681335449]","[4.984000205993652, 5.813000202178955]"
"[4.864082336425781, 5.020881652832031]","[4.984000205993652, 5.814000129699707]"
"[4.727531433105469, 4.991991996765137]","[4.984000205993652, 5.814000129699707]"
"[4.738636016845703, 5.005838394165039]","[4.984000205993652, 5.814000129699707]"
"[4.735255241394043, 4.967029571533203]","[4.984000205993652, 5.814000129699707]"
"[4.804747581481934, 5.010119438171387]","[4.984000205993652, 5.814000129699707]"
"[4.762265682220459, 4.919678688049316]","[4.984000205993652, 5.814000129699707]"
"[4.803108215332031, 4.961503982543945]","[4.984000205993652, 5.814000129699707]"
"[4.873472213745117, 5.0577287673950195]","[4.984000205993652, 5.814000129699707]"
"[4.847879409790039, 5.059545516967773]","[4.984000205993652, 5.814000129699707]"
"[3.3126518726348877, 6.831720352172852]","[4.984000205993652, 5.814000129699707]"
"[4.771759033203125, 5.056571960449219]","[4.984000205993652, 5.814000129699707]"
"[4.815023422241211, 5.163303375244141]","[4.984000205993652, 5.814000129699707]"
"[4.857756614685059, 4.913251876831055]","[4.984000205993652, 5.814000129699707]"
"[4.83388614654541, 5.033041954040527]","[4.984000205993652, 5.814000129699707]"
"[4.633632659912109, 5.076030731201172]","[4.984000205993652, 5.814000129699707]"
"[4.833086967468262, 5.020910263061523]","[4.984000205993652, 5.814000129699707]"
"[4.726352691650391, 5.001406669616699]","[4.984000205993652, 5.814000129699707]"
"[4.670130729675293, 4.975824356079102]","[4.984000205993652, 5.814000129699707]"
"[4.763593673706055, 4.994500160217285]","[4.984000205993652, 5.814000129699707]"
"[4.699775695800781, 4.983547210693359]","[4.984000205993652, 5.814000129699707]"
"[4.646864891052246, 4.9901123046875]","[4.984000205993652, 5.814000129699707]"
"[4.5254621505737305, 5.056700706481934]","[4.984000205993652, 5.814000129699707]"
"[4.321579933166504, 5.12702751159668]","[4.984000205993652, 5.814000129699707]"
"[4.282952308654785, 5.102719306945801]","[4.984000205993652, 5.814000129699707]"
"[3.6018614768981934, 6.698108673095703]","[4.984000205993652, 5.814000129699707]"
"[4.356487274169922, 5.218862533569336]","[4.984000205993652, 5.814000129699707]"
"[4.427477836608887, 5.213400840759277]","[4.984000205993652, 5.814000129699707]"
"[4.627708435058594, 5.190855026245117]","[4.984000205993652, 5.814000129699707]"
"[4.578712463378906, 5.427428245544434]","[4.984000205993652, 5.814000129699707]"
"[4.4372453689575195, 5.652604103088379]","[4.984000205993652, 5.814000129699707]"
"[4.656152725219727, 5.348601341247559]","[4.984000205993652, 5.814000129699707]"
"[4.651767730712891, 5.338907241821289]","[4.984000205993652, 5.814000129699707]"
"[4.685176849365234, 5.258739471435547]","[4.984000205993652, 5.814000129699707]"
"[4.657970428466797, 5.2597246170043945]","[4.984000205993652, 5.814000129699707]"
"[4.670095443725586, 5.224003791809082]","[4.984000205993652, 5.814000129699707]"
"[4.620390892028809, 5.291299819946289]","[4.984000205993652, 5.814000129699707]"
"[4.643320083618164, 5.289151191711426]","[4.984000205993652, 5.814000129699707]"
"[4.53006649017334, 5.26804256439209]","[4.984000205993652, 5.814000129699707]"
"[4.093846321105957, 6.542808532714844]","[4.984000205993652, 5.814000129699707]"
"[4.425404071807861, 5.227169990539551]","[4.984000205993652, 5.814000129699707]"
"[4.409064769744873, 5.289877891540527]","[4.984000205993652, 5.814000129699707]"
"[4.331411361694336, 5.2971296310424805]","[4.984000205993652, 5.814000129699707]"
"[4.378225803375244, 5.284423828125]","[4.984000205993652, 5.814000129699707]"
"[4.165332317352295, 5.338935852050781]","[4.984000205993652, 5.814000129699707]"
"[4.320795059204102, 5.112627029418945]","[4.984000205993652, 5.814000129699707]"
"[4.483953475952148, 4.9718427658081055]","[4.984000205993652, 5.814000129699707]"
"[4.611248970031738, 4.9924821853637695]","[4.984000205993652, 5.814000129699707]"
"[4.642426013946533, 4.983365058898926]","[4.984000205993652, 5.814000129699707]"
"[4.584318161010742, 4.977961540222168]","[4.984000205993652, 5.814000129699707]"
"[4.546194553375244, 4.993091583251953]","[4.984000205993652, 5.814000129699707]"
"[4.774502754211426, 4.968827247619629]","[4.984000205993652, 5.814000129699707]"
"[4.699282646179199, 4.980873107910156]","[4.984000205993652, 5.814000129699707]"
"[4.769659519195557, 4.990547180175781]","[4.984000205993652, 5.814000129699707]"
"[3.4522645473480225, 6.97416877746582]","[4.984000205993652, 5.810999870300293]"
"[4.6258039474487305, 5.14577579498291]","[4.984000205993652, 5.808000087738037]"
"[4.749666213989258, 5.224091529846191]","[4.984000205993652, 5.807000160217285]"
"[4.696393966674805, 5.001247406005859]","[4.984000205993652, 5.806000232696533]"
"[4.758603096008301, 4.940739631652832]","[4.984000205993652, 5.804999828338623]"
"[4.73960018157959, 5.119375228881836]","[4.984000205993652, 5.804999828338623]"
"[4.8505449295043945, 5.033017158508301]","[4.984000205993652, 5.796999931335449]"
"[4.789120674133301, 4.928109169006348]","[4.984000205993652, 5.796999931335449]"
"[4.848391532897949, 5.004304885864258]","[4.984000205993652, 5.796999931335449]"
"[4.840950012207031, 4.915875434875488]","[4.984000205993652, 5.796999931335449]"
"[4.939765930175781, 4.86400032043457]","[4.984000205993652, 5.796999931335449]"
"[5.019695281982422, 4.815135955810547]","[4.984000205993652, 5.796999931335449]"
"[5.02163028717041, 4.872471809387207]","[4.984000205993652, 5.796999931335449]"
"[4.883683204650879, 4.951962471008301]","[4.984000205993652, 5.796999931335449]"
"[4.905652046203613, 4.837902545928955]","[4.984000205993652, 5.796999931335449]"
"[3.882606267929077, 6.36812686920166]","[4.984000205993652, 5.794000148773193]"
"[4.932038307189941, 4.839645862579346]","[4.984000205993652, 5.794000148773193]"
"[5.025921821594238, 4.825201988220215]","[4.984000205993652, 5.794000148773193]"
"[5.059292793273926, 4.81656551361084]","[4.984000205993652, 5.794000148773193]"
"[4.942218780517578, 4.843538284301758]","[4.984000205993652, 5.794000148773193]"
"[4.807246208190918, 5.000435829162598]","[4.984000205993652, 5.794000148773193]"
"[4.970590591430664, 4.791073799133301]","[4.984000205993652, 5.793000221252441]"
"[4.985952377319336, 4.703896522521973]","[4.984000205993652, 5.790999889373779]"
"[4.979026794433594, 4.718053817749023]","[4.984000205993652, 5.790999889373779]"
"[4.914899826049805, 4.636029243469238]","[4.984000205993652, 5.790999889373779]"
"[4.978912353515625, 4.754762649536133]","[4.984000205993652, 5.790999889373779]"
"[5.06899356842041, 4.725649833679199]","[4.984000205993652, 5.790999889373779]"
"[5.109522819519043, 4.789393901824951]","[4.984000205993652, 5.790999889373779]"
"[4.877231597900391, 4.7758073806762695]","[4.984000205993652, 5.790999889373779]"
"[4.869907379150391, 5.036781311035156]","[4.984000205993652, 5.790999889373779]"
"[4.754842281341553, 4.961658477783203]","[4.984000205993652, 5.790999889373779]"
"[3.191000461578369, 6.881800651550293]","[4.984000205993652, 5.788000106811523]"
"[4.776068687438965, 5.0416460037231445]","[4.984000205993652, 5.788000106811523]"
"[4.687518119812012, 4.991997718811035]","[4.984000205993652, 5.788000106811523]"
"[4.893952369689941, 5.111380577087402]","[4.984000205993652, 5.784999847412109]"
"[4.675170421600342, 5.089564323425293]","[4.984000205993652, 5.784999847412109]"
"[4.112775802612305, 5.4680280685424805]","[4.984000205993652, 5.784999847412109]"
"[4.392051696777344, 5.066130638122559]","[4.984000205993652, 5.784999847412109]"
"[4.556633472442627, 5.0286760330200195]","[4.984000205993652, 5.784999847412109]"
"[4.490386962890625, 5.071863174438477]","[4.984000205993652, 5.784999847412109]"
"[4.353986740112305, 5.101334571838379]","[4.984000205993652, 5.784999847412109]"
"[4.319578170776367, 5.166019439697266]","[4.984000205993652, 5.784999847412109]"
"[4.363004684448242, 5.352255821228027]","[4.984000205993652, 5.784999847412109]"
"[4.389418601989746, 5.46834659576416]","[4.984000205993652, 5.784999847412109]"
"[4.439503192901611, 5.286297798156738]","[4.984000205993652, 5.784999847412109]"
"[4.085944175720215, 6.083992004394531]","[4.984000205993652, 5.784999847412109]"
"[4.18045711517334, 5.997084617614746]","[4.984000205993652, 5.784999847412109]"
"[4.498104095458984, 5.358735084533691]","[4.984000205993652, 5.784999847412109]"
"[4.548384666442871, 5.369133949279785]","[4.984000205993652, 5.784999847412109]"
"[4.4971923828125, 5.4408674240112305]","[4.984000205993652, 5.784999847412109]"
"[4.32529354095459, 5.626111030578613]","[4.984000205993652, 5.784999847412109]"
"[4.245131969451904, 5.641681671142578]","[4.984000205993652, 5.784999847412109]"
"[4.321949005126953, 5.343121528625488]","[4.984000205993652, 5.784999847412109]"
"[4.349596977233887, 5.211818695068359]","[4.984000205993652, 5.784999847412109]"
"[4.357602119445801, 5.334090232849121]","[4.984000205993652, 5.784999847412109]"
"[4.415245056152344, 5.113962173461914]","[4.984000205993652, 5.784999847412109]"
"[4.462798118591309, 5.117112159729004]","[4.984000205993652, 5.784999847412109]"
"[4.413271903991699, 5.213591575622559]","[4.984000205993652, 5.784999847412109]"
"[4.66929817199707, 5.1201276779174805]","[4.984000205993652, 5.784999847412109]"
"[2.874033212661743, 7.290163993835449]","[4.984000205993652, 5.784999847412109]"
"[4.7175493240356445, 4.979433059692383]","[4.984000205993652, 5.784999847412109]"
"[4.702596664428711, 4.959734916687012]","[4.984000205993652, 5.784999847412109]"
"[4.703222274780273, 4.949938774108887]","[4.984000205993652, 5.784999847412109]"
"[4.632664680480957, 4.997705459594727]","[4.984000205993652, 5.784999847412109]"
"[4.264708518981934, 5.493802070617676]","[4.984000205993652, 5.784999847412109]"
"[4.837871551513672, 5.0458173751831055]","[4.984000205993652, 5.784999847412109]"
"[4.781028747558594, 5.008655548095703]","[4.984000205993652, 5.784999847412109]"
"[4.726782321929932, 4.953891754150391]","[4.984000205993652, 5.784999847412109]"
"[4.697147369384766, 4.974484443664551]","[4.984000205993652, 5.784999847412109]"
"[4.770072937011719, 5.0100812911987305]","[4.984000205993652, 5.784999847412109]"
"[4.772283554077148, 5.019295692443848]","[4.984000205993652, 5.784999847412109]"
"[4.8519182205200195, 5.05994987487793]","[4.984000205993652, 5.784999847412109]"
"[4.764548301696777, 5.027647972106934]","[4.984000205993652, 5.784999847412109]"
"[3.1039960384368896, 6.806884765625]","[4.984000205993652, 5.784999847412109]"
"[4.834014892578125, 5.060518264770508]","[4.984000205993652, 5.784999847412109]"
"[4.743450164794922, 4.946578025817871]","[4.984000205993652, 5.784999847412109]"
"[4.8240790367126465, 5.064676284790039]","[4.984000205993652, 5.784999847412109]"
"[4.817034721374512, 5.033151626586914]","[4.984000205993652, 5.784999847412109]"
"[4.539612770080566, 5.450705528259277]","[4.984000205993652, 5.784999847412109]"
"[4.656776428222656, 5.128157615661621]","[4.984000205993652, 5.784999847412109]"
"[4.8078837394714355, 4.931154251098633]","[4.984000205993652, 5.784999847412109]"
"[4.856904983520508, 4.971038818359375]","[4.984000205993652, 5.784999847412109]"
"[4.830244064331055, 4.906064987182617]","[4.984000205993652, 5.784999847412109]"
"[4.764386177062988, 4.942144393920898]","[4.984000205993652, 5.784999847412109]"
"[4.888304710388184, 4.9154815673828125]","[4.984000205993652, 5.784999847412109]"
"[4.799993515014648, 5.043987274169922]","[4.984000205993652, 5.783999919891357]"
"[4.816649436950684, 4.957228660583496]","[4.984000205993652, 5.7829999923706055]"
"[3.740464210510254, 6.538446426391602]","[4.984000205993652, 5.7829999923706055]"
"[4.867986679077148, 4.908130645751953]","[4.984000205993652, 5.7829999923706055]"
"[4.881045341491699, 4.791577339172363]","[4.984000205993652, 5.7829999923706055]"
